ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
203123_s_at	7.29e-02	3.76e-02	2.104975	-5.2325372	0.1898304	SLC11A2	solute carrier family 11 member 2
218563_at	8.29e-03	3.25e-03	3.010282	-3.0405812	0.1898203	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3
218381_s_at	1.12e-02	4.54e-03	2.89808	-3.3489982	0.1898156	U2AF2	U2 small nuclear RNA auxiliary factor 2
220144_s_at	3.43e-05	8.21e-06	4.683833	2.626629	0.1898118	ANKEF1	ankyrin repeat and EF-hand domain containing 1
221695_s_at	2.15e-02	9.41e-03	2.644017	-4.0099287	0.189695	MAP3K2	mitogen-activated protein kinase kinase kinase 2
209160_at	6.21e-01	5.05e-01	0.66936	-7.191211	0.1896692	AKR1C3	aldo-keto reductase family 1, member C3
221481_x_at	2.53e-05	5.93e-06	4.763662	2.9409108	0.1895418	HNRNPD	heterogeneous nuclear ribonucleoprotein D
219979_s_at	8.48e-02	4.47e-02	2.03149	-5.3795568	0.1894934	HIKESHI	Hikeshi, heat shock protein nuclear import factor
209151_x_at	4.73e-04	1.40e-04	3.947962	-0.095097	0.1894877	TCF3	transcription factor 3
209078_s_at	5.63e-03	2.12e-03	3.149112	-2.6453309	0.1893972	TXN2	thioredoxin 2
205122_at	5.37e-03	2.01e-03	3.165507	-2.597672	0.1893909	MSANTD3-TMEFF1///TMEFF1	MSANTD3-TMEFF1 readthrough///transmembrane protein with EGF like and two follistatin like domains 1
214930_at	3.20e-02	1.47e-02	2.478796	-4.4111289	0.1893668	SLITRK5	SLIT and NTRK like family member 5
207645_s_at	6.89e-04	2.11e-04	3.834922	-0.4830687	0.1893574	CHD1L	chromodomain helicase DNA binding protein 1 like
212803_at	8.55e-02	4.51e-02	2.027452	-5.3874967	0.1892843	NAB2	NGFI-A binding protein 2
209560_s_at	2.31e-01	1.46e-01	1.462619	-6.3508769	0.189278	DLK1	delta like non-canonical Notch ligand 1
205443_at	7.52e-02	3.90e-02	2.089958	-5.2629733	0.1892626	SNAPC1	small nuclear RNA activating complex polypeptide 1
211069_s_at	2.49e-03	8.59e-04	3.428434	-1.8057137	0.1891218	SUMO1	small ubiquitin-like modifier 1
212885_at	1.49e-03	4.91e-04	3.59448	-1.2794548	0.1889337	MPHOSPH10	M-phase phosphoprotein 10
214513_s_at	2.61e-03	9.07e-04	3.41202	-1.8566524	0.1889196	CREB1	cAMP responsive element binding protein 1
203777_s_at	2.00e-03	6.76e-04	3.500004	-1.5813108	0.1886692	RPS6KB2	ribosomal protein S6 kinase B2
219657_s_at	8.78e-05	2.26e-05	4.429482	1.6491391	0.18864	KLF3	Kruppel like factor 3
219553_at	2.87e-02	1.30e-02	2.524798	-4.3017309	0.1886339	NME7	NME/NM23 family member 7
208811_s_at	1.14e-01	6.31e-02	1.877815	-5.6713024	0.1885863	TMEM135///DNAJB6	transmembrane protein 135///DnaJ heat shock protein family (Hsp40) member B6
215923_s_at	2.87e-03	1.01e-03	3.379772	-1.9561608	0.1885808	PSD4	pleckstrin and Sec7 domain containing 4
214649_s_at	2.06e-02	8.95e-03	2.66179	-3.9654122	0.1884933	MTMR2	myotubularin related protein 2
208114_s_at	8.42e-03	3.30e-03	3.004717	-3.0561121	0.1884923	ISG20L2	interferon stimulated exonuclease gene 20 like 2
217238_s_at	5.74e-05	1.43e-05	4.546636	2.0947776	0.1884521	ALDOB	aldolase, fructose-bisphosphate B
34031_i_at	1.48e-01	8.57e-02	1.734567	-5.9238593	0.188413	KRIT1	KRIT1, ankyrin repeat containing
201101_s_at	3.88e-02	1.83e-02	2.395391	-4.6048878	0.1883989	BCLAF1	BCL2 associated transcription factor 1
211622_s_at	1.13e-04	2.97e-05	4.360117	1.3890814	0.1883449	ARF3	ADP ribosylation factor 3
218256_s_at	1.21e-02	4.92e-03	2.870852	-3.4223312	0.1882988	NUP54	nucleoporin 54
202189_x_at	6.81e-03	2.61e-03	3.081664	-2.8392229	0.188207	MIR4745///PTBP1	microRNA 4745///polypyrimidine tract binding protein 1
214201_x_at	1.94e-02	8.38e-03	2.685657	-3.905221	0.1881371	PRRC2A	proline rich coiled-coil 2A
203712_at	2.89e-02	1.31e-02	2.522669	-4.306832	0.1881283	PUM3	pumilio RNA binding family member 3
204983_s_at	1.65e-01	9.70e-02	1.67419	-6.024635	0.1881203	GPC4	glypican 4
217189_s_at	5.17e-04	1.55e-04	3.921484	-0.1867333	0.1880626	SMG7	SMG7, nonsense mediated mRNA decay factor
218200_s_at	6.56e-02	3.33e-02	2.155631	-5.1283916	0.1880515	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2
221805_at	1.69e-01	9.98e-02	1.659998	-6.0478324	0.1880279	NEFL	neurofilament, light polypeptide
202604_x_at	8.20e-02	4.30e-02	2.048123	-5.3467036	0.1879487	ADAM10	ADAM metallopeptidase domain 10
219071_x_at	1.60e-04	4.32e-05	4.262928	1.0295663	0.1879149	HGH1	HGH1 homolog
213907_at	3.26e-04	9.36e-05	4.058036	0.2907638	0.1878555	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1
201106_at	9.58e-02	5.14e-02	1.969467	-5.4998755	0.187853	GPX4	glutathione peroxidase 4
213726_x_at	5.54e-02	2.75e-02	2.234338	-4.9620744	0.1878082	TUBB4B	tubulin beta 4B class IVb
214461_at	3.65e-02	1.71e-02	2.422486	-4.5425945	0.1878069	LBP	lipopolysaccharide binding protein
219704_at	1.96e-03	6.61e-04	3.506602	-1.5604357	0.1877106	YBX2	Y-box binding protein 2
209510_at	2.08e-02	9.05e-03	2.657789	-3.9754559	0.1875683	RNF139	ring finger protein 139
203005_at	2.89e-02	1.31e-02	2.52236	-4.3075724	0.1875597	LTBR	lymphotoxin beta receptor
203230_at	2.33e-02	1.03e-02	2.611877	-4.0897626	0.1875582	DVL1	dishevelled segment polarity protein 1
214049_x_at	1.84e-02	7.87e-03	2.70805	-3.8483188	0.1875543	CD7	CD7 molecule
219987_at	3.87e-03	1.40e-03	3.278128	-2.2647743	0.1874898	ERVMER34-1	endogenous retrovirus group MER34 member 1
207565_s_at	6.97e-03	2.68e-03	3.073317	-2.8629729	0.1874329	MR1	major histocompatibility complex, class I-related
202810_at	3.48e-04	1.00e-04	4.039114	0.2238776	0.1873646	DRG1	developmentally regulated GTP binding protein 1
203893_at	4.85e-03	1.80e-03	3.201307	-2.4928898	0.1873328	AK6	adenylate kinase 6
220368_s_at	1.65e-03	5.50e-04	3.561017	-1.3870973	0.1871674	PPP4R3A	protein phosphatase 4 regulatory subunit 3A
212085_at	7.87e-02	4.10e-02	2.06821	-5.3066963	0.187032	SLC25A6	solute carrier family 25 member 6
204088_at	4.21e-02	2.00e-02	2.360348	-4.6845198	0.1870056	P2RX4	purinergic receptor P2X 4
212484_at	3.22e-03	1.15e-03	3.340667	-2.075798	0.1869804	FAM89B	family with sequence similarity 89 member B
205811_at	1.03e-04	2.68e-05	4.386221	1.486612	0.1869023	POLG2	DNA polymerase gamma 2, accessory subunit
214657_s_at	2.88e-01	1.91e-01	1.31673	-6.5511698	0.1868532	MIR612///NEAT1	microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)
213498_at	4.69e-04	1.39e-04	3.950609	-0.0859098	0.1868293	CREB3L1	cAMP responsive element binding protein 3 like 1
202050_s_at	1.15e-03	3.70e-04	3.676484	-1.0123348	0.1866675	ZMYM4	zinc finger MYM-type containing 4
219735_s_at	1.55e-02	6.51e-03	2.774552	-3.676911	0.1866412	TFCP2L1	transcription factor CP2-like 1
218387_s_at	4.05e-02	1.92e-02	2.377089	-4.6466081	0.1866321	PGLS	6-phosphogluconolactonase
221932_s_at	1.48e-03	4.85e-04	3.597617	-1.2693246	0.186627	GLRX5	glutaredoxin 5
204883_s_at	1.63e-05	3.68e-06	4.879462	3.4029246	0.1865329	HUS1	HUS1 checkpoint clamp component
213762_x_at	4.13e-04	1.21e-04	3.988004	0.0443571	0.1865321	LOC101928747///RBMX///SNORD61	uncharacterized LOC101928747///RNA binding motif protein, X-linked///small nucleolar RNA, C/D box 61
218725_at	4.17e-04	1.22e-04	3.985378	0.0351821	0.1865207	SLC25A22	solute carrier family 25 member 22
214526_x_at	6.91e-04	2.12e-04	3.833825	-0.4867901	0.1864976	PMS2P1	PMS1 homolog 2, mismatch repair system component pseudogene 1
201717_at	6.93e-04	2.13e-04	3.832856	-0.4900797	0.1863265	MRPL49	mitochondrial ribosomal protein L49
218744_s_at	7.37e-03	2.85e-03	3.052903	-2.9208302	0.1862957	PACSIN3	protein kinase C and casein kinase substrate in neurons 3
221686_s_at	4.26e-05	1.04e-05	4.625912	2.4008018	0.1862268	RECQL5	RecQ like helicase 5
213086_s_at	1.12e-02	4.54e-03	2.898664	-3.3474178	0.1860364	CSNK1A1	casein kinase 1 alpha 1
209594_x_at	2.28e-03	7.82e-04	3.456606	-1.717826	0.1859949	PSG9	pregnancy specific beta-1-glycoprotein 9
206172_at	2.60e-01	1.69e-01	1.385555	-6.4592072	0.1859864	IL13RA2	interleukin 13 receptor subunit alpha 2
208969_at	4.48e-03	1.65e-03	3.228283	-2.4132957	0.1859477	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9
214779_s_at	8.88e-03	3.51e-03	2.984904	-3.1112106	0.1858761	SGSM3	small G protein signaling modulator 3
201686_x_at	1.71e-04	4.63e-05	4.244762	0.9630082	0.1858235	API5	apoptosis inhibitor 5
202090_s_at	9.97e-03	3.98e-03	2.942542	-3.2279738	0.1858025	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI
213420_at	9.80e-05	2.55e-05	4.399455	1.5362142	0.1856951	DHX57	DEAH-box helicase 57
218485_s_at	1.36e-04	3.62e-05	4.308981	1.1992111	0.1856266	SLC35C1	solute carrier family 35 member C1
202251_at	1.01e-01	5.49e-02	1.940442	-5.5549898	0.1855723	PRPF3	pre-mRNA processing factor 3
220428_at	1.65e-01	9.69e-02	1.674337	-6.0243941	0.185526	CD207	CD207 molecule
214516_at	1.13e-03	3.61e-04	3.683093	-0.9906033	0.1855245	HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I	histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i
202271_at	4.33e-02	2.07e-02	2.347325	-4.7138411	0.185449	FBXO28	F-box protein 28
209440_at	1.39e-03	4.54e-04	3.616803	-1.2072091	0.1854426	PRPS1	phosphoribosyl pyrophosphate synthetase 1
218851_s_at	6.76e-03	2.59e-03	3.083921	-2.832792	0.1853736	SFT2D3///WDR33	SFT2 domain containing 3///WD repeat domain 33
218083_at	1.72e-03	5.75e-04	3.547805	-1.4293801	0.1853447	PTGES2	prostaglandin E synthase 2
201283_s_at	1.82e-02	7.81e-03	2.710472	-3.8421393	0.1853097	TRAK1	trafficking kinesin protein 1
209330_s_at	5.14e-02	2.52e-02	2.269202	-4.8866629	0.1852611	HNRNPD	heterogeneous nuclear ribonucleoprotein D
206072_at	1.01e-03	3.20e-04	3.717513	-0.8769282	0.1852324	UCN	urocortin
219088_s_at	4.29e-03	1.57e-03	3.243762	-2.3673712	0.185137	ZNF576	zinc finger protein 576
213017_at	1.38e-02	5.74e-03	2.81808	-3.5627687	0.1850739	ABHD3	abhydrolase domain containing 3
206097_at	3.52e-03	1.26e-03	3.310882	-2.1661638	0.1850461	SLC22A18AS	solute carrier family 22 member 18 antisense
217756_x_at	7.27e-03	2.81e-03	3.057911	-2.9066673	0.1850162	MIR1282///HYPK///SERF2	microRNA 1282///huntingtin interacting protein K///small EDRK-rich factor 2
209531_at	1.84e-02	7.89e-03	2.706798	-3.8515104	0.1850062	GSTZ1	glutathione S-transferase zeta 1
221901_at	5.69e-03	2.14e-03	3.14508	-2.6570198	0.184953	KIAA1644	KIAA1644
206307_s_at	5.26e-02	2.59e-02	2.258219	-4.9105343	0.1847571	FOXD1	forkhead box D1
218504_at	2.92e-02	1.33e-02	2.518244	-4.3174263	0.184724	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A
213672_at	1.60e-03	5.31e-04	3.571346	-1.3539582	0.184682	MIR6758///MARS	microRNA 6758///methionyl-tRNA synthetase
201647_s_at	1.76e-01	1.05e-01	1.635784	-6.0869755	0.1846808	SCARB2	scavenger receptor class B member 2
213342_at	9.64e-02	5.18e-02	1.966471	-5.5056006	0.1846049	YAP1	Yes associated protein 1
203711_s_at	1.38e-02	5.72e-03	2.819264	-3.5596431	0.1846006	HIBCH	3-hydroxyisobutyryl-CoA hydrolase
213554_s_at	1.03e-03	3.29e-04	3.710005	-0.9017939	0.1845828	CDV3	CDV3 homolog
218523_at	2.34e-03	8.03e-04	3.44881	-1.7422033	0.184573	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase
201729_s_at	2.56e-02	1.15e-02	2.57235	-4.1867682	0.1845689	KIAA0100	KIAA0100
216971_s_at	2.19e-01	1.37e-01	1.49711	-6.3005666	0.1845331	PLEC	plectin
207498_s_at	3.60e-03	1.29e-03	3.303559	-2.1882794	0.1845165	LOC101929829///CYP2D6///CYP2D7	cytochrome P450 family 2 subfamily D member 6 pseudogene///cytochrome P450 family 2 subfamily D member 6///cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)
204091_at	2.65e-03	9.25e-04	3.406012	-1.8752496	0.1845031	PDE6D	phosphodiesterase 6D
207153_s_at	1.54e-03	5.07e-04	3.58486	-1.3104834	0.184489	GLMN	glomulin, FKBP associated protein
217346_at	1.66e-04	4.49e-05	4.252797	0.992424	0.1844163		
203730_s_at	9.45e-05	2.45e-05	4.409651	1.5744983	0.1843906	ZKSCAN5	zinc finger with KRAB and SCAN domains 5
201284_s_at	4.17e-03	1.52e-03	3.253613	-2.3380531	0.1843812	APEH	acylaminoacyl-peptide hydrolase
212368_at	1.52e-01	8.78e-02	1.722692	-5.9439482	0.1842401	ZNF292	zinc finger protein 292
208424_s_at	8.52e-03	3.35e-03	3.000059	-3.0690939	0.184224	CIAPIN1	cytokine induced apoptosis inhibitor 1
219207_at	2.66e-04	7.50e-05	4.117576	0.5027318	0.1841825	EDC3	enhancer of mRNA decapping 3
200073_s_at	7.48e-03	2.90e-03	3.047544	-2.9359657	0.1841207	HNRNPD	heterogeneous nuclear ribonucleoprotein D
201851_at	1.72e-04	4.68e-05	4.241805	0.9521916	0.1840078	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2
207350_s_at	6.84e-03	2.62e-03	3.080053	-2.8438115	0.1839291	VAMP4	vesicle associated membrane protein 4
212514_x_at	1.96e-01	1.20e-01	1.568386	-6.1930417	0.1839104	DDX3X	DEAD-box helicase 3, X-linked
208710_s_at	8.62e-02	4.55e-02	2.023525	-5.3952036	0.1838805	AP3D1	adaptor related protein complex 3 delta 1 subunit
203050_at	1.27e-03	4.11e-04	3.646087	-1.1118988	0.183876	TP53BP1	tumor protein p53 binding protein 1
201740_at	5.45e-03	2.04e-03	3.160346	-2.6126952	0.1838178	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3
215495_s_at	1.45e-02	6.07e-03	2.798733	-3.6136929	0.1837933	SAMD4A	sterile alpha motif domain containing 4A
203672_x_at	6.06e-04	1.84e-04	3.873389	-0.3519976	0.1837609	TPMT	thiopurine S-methyltransferase
206218_at	7.25e-02	3.73e-02	2.108157	-5.2260627	0.1837241	MAGEB2	MAGE family member B2
212986_s_at	8.23e-05	2.11e-05	4.447157	1.7158599	0.1837154	TLK2	tousled like kinase 2
200773_x_at	2.56e-06	4.92e-07	5.351047	5.3550338	0.183692	PTMA	prothymosin, alpha
204053_x_at	1.49e-02	6.24e-03	2.789525	-3.6378228	0.1836213	PTEN	phosphatase and tensin homolog
218513_at	3.73e-03	1.35e-03	3.290736	-2.2269115	0.1835842	TMA16	translation machinery associated 16 homolog
216129_at	2.88e-02	1.31e-02	2.52337	-4.3051534	0.1835762	ATP9A	ATPase phospholipid transporting 9A (putative)
55705_at	4.93e-05	1.21e-05	4.58743	2.251809	0.183561	R3HDM4	R3H domain containing 4
213875_x_at	2.08e-02	9.04e-03	2.658215	-3.9743876	0.1832314	C6orf62	chromosome 6 open reading frame 62
219023_at	7.29e-02	3.76e-02	2.104902	-5.2326873	0.1832074	AP1AR	adaptor related protein complex 1 associated regulatory protein
201452_at	9.54e-03	3.79e-03	2.958926	-3.182983	0.1830571	RHEB	Ras homolog enriched in brain
222034_at	1.93e-02	8.34e-03	2.687114	-3.9015304	0.1830555	SNORD96A///SNORD95///RACK1	small nucleolar RNA, C/D box 96A///small nucleolar RNA, C/D box 95///receptor for activated C kinase 1
205590_at	2.67e-01	1.74e-01	1.367644	-6.4835756	0.1829693	RASGRP1	RAS guanyl releasing protein 1
201730_s_at	1.69e-01	1.00e-01	1.657553	-6.0518086	0.1828945	TPR	translocated promoter region, nuclear basket protein
213511_s_at	1.03e-02	4.13e-03	2.930098	-3.2620048	0.1828152	MTMR1	myotubularin related protein 1
213722_at	3.87e-03	1.40e-03	3.278433	-2.2638593	0.1828065	SOX2	SRY-box 2
210319_x_at	1.64e-04	4.43e-05	4.256654	1.0065565	0.1828044	MSX2	msh homeobox 2
213036_x_at	6.87e-02	3.51e-02	2.134077	-5.1729843	0.1827823	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
219560_at	6.43e-05	1.61e-05	4.515677	1.9762403	0.1827548	C22orf29///GNB1L	chromosome 22 open reading frame 29///G protein subunit beta 1 like
41220_at	1.98e-05	4.53e-06	4.828778	3.1998289	0.1827443	SEPT9	septin 9
211940_x_at	1.19e-02	4.86e-03	2.875161	-3.410766	0.1826207	H3F3AP4///H3F3B///H3F3A	H3 histone, family 3A, pseudogene 4///H3 histone, family 3B///H3 histone, family 3A
217499_x_at	5.02e-02	2.46e-02	2.279945	-4.8632141	0.182566	OR7E37P	olfactory receptor family 7 subfamily E member 37 pseudogene
204235_s_at	3.66e-01	2.56e-01	1.140746	-6.7656173	0.1825513	GULP1	GULP, engulfment adaptor PTB domain containing 1
202062_s_at	3.59e-03	1.29e-03	3.304001	-2.1869455	0.1825281	SEL1L	SEL1L ERAD E3 ligase adaptor subunit
214328_s_at	1.46e-03	4.79e-04	3.601257	-1.2575583	0.182479	HSP90AA1	heat shock protein 90 alpha family class A member 1
203924_at	5.04e-01	3.84e-01	0.873222	-7.0339678	0.182425	GSTA1	glutathione S-transferase alpha 1
210211_s_at	2.48e-02	1.10e-02	2.586445	-4.1523272	0.1822286	HSP90AA1	heat shock protein 90 alpha family class A member 1
211797_s_at	2.29e-02	1.01e-02	2.620111	-4.0693922	0.1821504	NFYC	nuclear transcription factor Y subunit gamma
211692_s_at	6.08e-02	3.05e-02	2.191611	-5.0530384	0.1821373	MIR3190///MIR3191///BBC3	microRNA 3190///microRNA 3191///BCL2 binding component 3
220296_at	4.91e-02	2.39e-02	2.290919	-4.8391547	0.1818622		
210805_x_at	1.14e-03	3.66e-04	3.679344	-1.0029329	0.1818318	LOC101928269///LOC100506403///RUNX1	uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
204985_s_at	3.32e-02	1.53e-02	2.463412	-4.4473145	0.1817938	TRAPPC6A	trafficking protein particle complex 6A
201832_s_at	2.52e-02	1.12e-02	2.579604	-4.1690628	0.1817651	USO1	USO1 vesicle transport factor
211852_s_at	9.41e-04	2.97e-04	3.739292	-0.8045785	0.1817334	ATRN	attractin
219872_at	3.26e-02	1.50e-02	2.471147	-4.4291449	0.1815791	FAM198B	family with sequence similarity 198 member B
213906_at	1.84e-01	1.11e-01	1.606408	-6.1337279	0.1815194	MYBL1	MYB proto-oncogene like 1
213402_at	8.46e-03	3.32e-03	3.002586	-3.0620532	0.1814905	ZNF787	zinc finger protein 787
215256_x_at	3.60e-02	1.68e-02	2.429311	-4.5268056	0.1814496	ARHGAP33	Rho GTPase activating protein 33
201371_s_at	2.86e-02	1.29e-02	2.527244	-4.2958618	0.1813733	CUL3	cullin 3
204325_s_at	6.40e-04	1.95e-04	3.856819	-0.4085781	0.1812839	NF1P9///NF1	neurofibromin 1 pseudogene 9///neurofibromin 1
206216_at	3.43e-03	1.23e-03	3.319269	-2.1407857	0.1811879	SRPK3	SRSF protein kinase 3
212173_at	1.92e-03	6.45e-04	3.513871	-1.5374057	0.1809383	AK2	adenylate kinase 2
214456_x_at	1.57e-01	9.17e-02	1.701395	-5.9796459	0.1809024	SAA2///SAA1	serum amyloid A2///serum amyloid A1
205625_s_at	1.91e-01	1.16e-01	1.584583	-6.1679409	0.1809008	CALB1	calbindin 1
201421_s_at	3.67e-05	8.83e-06	4.665898	2.5565046	0.1808333	WDR77	WD repeat domain 77
202875_s_at	6.03e-03	2.28e-03	3.124868	-2.7154271	0.1807763	PBX2	PBX homeobox 2
222314_x_at	2.67e-02	1.20e-02	2.554983	-4.2289738	0.180715	EGOT	eosinophil granule ontogeny transcript (non-protein coding)
213857_s_at	7.99e-02	4.17e-02	2.060688	-5.3217207	0.1806599	CD47	CD47 molecule
217727_x_at	1.86e-02	7.97e-03	2.703398	-3.8601744	0.1804556	VPS35	VPS35 retromer complex component
205398_s_at	1.55e-02	6.50e-03	2.775312	-3.6749324	0.1802956	SMAD3	SMAD family member 3
205562_at	1.26e-03	4.10e-04	3.646736	-1.1097795	0.1802917	RPP38	ribonuclease P/MRP subunit p38
201936_s_at	5.21e-04	1.56e-04	3.919103	-0.194951	0.1802666	EIF4G3	eukaryotic translation initiation factor 4 gamma 3
209410_s_at	2.88e-03	1.01e-03	3.378088	-1.9613355	0.1801196	GRB10	growth factor receptor bound protein 10
204503_at	6.57e-03	2.51e-03	3.09443	-2.8027944	0.1801129	EVPL	envoplakin
208872_s_at	8.27e-03	3.24e-03	3.011173	-3.0380924	0.1800964	REEP5	receptor accessory protein 5
220947_s_at	1.81e-04	4.95e-05	4.227601	0.9003177	0.1800747	TBC1D10B	TBC1 domain family member 10B
38340_at	8.75e-04	2.74e-04	3.762094	-0.7284825	0.1799721	HIP1R	huntingtin interacting protein 1 related
54970_at	1.67e-03	5.56e-04	3.557871	-1.3971777	0.1797357	ZMIZ2	zinc finger MIZ-type containing 2
205598_at	6.45e-04	1.97e-04	3.854523	-0.4164057	0.1797287	TRAIP	TRAF interacting protein
218520_at	1.99e-02	8.60e-03	2.676333	-3.9287902	0.1796893	TBK1	TANK binding kinase 1
218457_s_at	2.66e-05	6.26e-06	4.750455	2.8886752	0.1796846	DNMT3A	DNA methyltransferase 3 alpha
206310_at	1.09e-02	4.39e-03	2.910032	-3.3166188	0.1796349	SPINK2	serine peptidase inhibitor, Kazal type 2
214763_at	4.97e-04	1.48e-04	3.932965	-0.1470558	0.1795894	ACOT11	acyl-CoA thioesterase 11
213677_s_at	3.52e-02	1.64e-02	2.438051	-4.5065252	0.1795691	PMS1	PMS1 homolog 1, mismatch repair system component
205381_at	1.87e-01	1.13e-01	1.596461	-6.1493767	0.1794109	LRRC17	leucine rich repeat containing 17
205573_s_at	1.45e-01	8.35e-02	1.746532	-5.903487	0.1793725	SNX7	sorting nexin 7
204871_at	3.13e-05	7.44e-06	4.707913	2.7210638	0.1793469	MTERF1	mitochondrial transcription termination factor 1
221572_s_at	3.55e-04	1.03e-04	4.03344	0.2038615	0.1793431	MIR6824///SLC26A6	microRNA 6824///solute carrier family 26 member 6
37425_g_at	6.86e-06	1.43e-06	5.103631	4.3171674	0.1791153	CCHCR1	coiled-coil alpha-helical rod protein 1
205166_at	5.51e-04	1.66e-04	3.90204	-0.2537317	0.1790526	CAPN5	calpain 5
211075_s_at	1.98e-01	1.21e-01	1.562176	-6.2026003	0.1790422	CD47	CD47 molecule
201598_s_at	9.16e-03	3.63e-03	2.973627	-3.1424323	0.1790341	INPPL1	inositol polyphosphate phosphatase like 1
207158_at	4.80e-02	2.33e-02	2.301113	-4.816712	0.1790316	APOBEC1	apolipoprotein B mRNA editing enzyme catalytic subunit 1
217188_s_at	5.07e-02	2.49e-02	2.275253	-4.8734668	0.1789794	C14orf1	chromosome 14 open reading frame 1
213501_at	2.31e-02	1.02e-02	2.616066	-4.0794079	0.1788879	ACOX1	acyl-CoA oxidase 1
219044_at	9.37e-03	3.72e-03	2.965463	-3.1649731	0.1788655	THNSL2	threonine synthase like 2
